   TIME        H           H-          H+          H2+         H3+         He+         He          HeH+        C+          C         
     7.943E-011  2.493E-030  4.765E-007  1.427E-029  2.122E-148  5.852E-057  2.504E-136  2.997E-158  7.455E-037  3.095E-134  8.956E-060
     1.000E-010  3.950E-030  4.765E-007  2.261E-029  3.852E-147  1.844E-056  3.502E-135  7.144E-157  1.488E-036  3.230E-133  2.831E-059
     1.259E-010  6.261E-030  4.765E-007  3.584E-029  5.846E-146  5.817E-056  4.286E-134  1.333E-155  2.968E-036  3.087E-132  8.942E-059
     1.585E-010  9.923E-030  4.765E-007  5.680E-029  9.981E-145  1.853E-055  5.868E-133  2.745E-154  5.922E-036  3.555E-131  2.847E-058
     1.995E-010  1.573E-029  4.765E-007  9.002E-029  1.521E-143  6.059E-055  7.553E-132  4.875E-153  1.182E-035  4.913E-130  9.274E-058
     2.512E-010  2.493E-029  4.765E-007  1.427E-028  1.816E-142  1.921E-054  7.714E-131  6.532E-152  2.358E-035  4.225E-129  2.930E-057
     3.162E-010  3.950E-029  4.765E-007  2.261E-028  1.170E-140  6.068E-054  2.388E-129  9.146E-150  4.704E-035  5.298E-128  9.245E-057
     3.981E-010  6.261E-029  4.765E-007  3.584E-028  5.907E-139  1.966E-053  7.934E-128  6.883E-148  9.386E-035  9.969E-127  2.985E-056
     5.012E-010  9.923E-029  4.765E-007  5.680E-028  1.450E-137  7.008E-053  1.682E-126  1.891E-146  1.873E-034  1.806E-125  1.047E-055
     6.310E-010  1.573E-028  4.765E-007  9.002E-028  1.865E-136  2.160E-052  1.727E-125  2.801E-145  3.737E-034  1.380E-124  3.206E-055
     7.943E-010  2.493E-028  4.765E-007  1.427E-027  1.728E-135  6.573E-052  1.450E-124  2.741E-144  7.455E-034  9.897E-124  9.757E-055
     1.000E-009  3.950E-028  4.765E-007  2.261E-027  2.828E-134  2.015E-051  1.805E-123  5.611E-143  1.488E-033  9.168E-123  3.007E-054
     1.259E-009  6.261E-028  4.765E-007  3.584E-027  5.243E-133  6.371E-051  2.847E-122  1.162E-141  2.968E-033  1.112E-121  9.543E-054
     1.585E-009  9.923E-028  4.765E-007  5.680E-027  8.002E-132  1.973E-050  3.476E-121  2.183E-140  5.922E-033  1.018E-120  2.965E-053
     1.995E-009  1.573E-027  4.765E-007  9.002E-027  8.767E-131  6.074E-050  3.325E-120  2.695E-139  1.182E-032  8.191E-120  9.163E-053
     2.512E-009  2.493E-027  4.765E-007  1.427E-026  1.168E-129  1.884E-049  3.733E-119  4.216E-138  2.357E-032  7.394E-119  2.853E-052
     3.162E-009  3.950E-027  4.765E-007  2.261E-026  3.389E-128  5.912E-049  7.669E-118  1.704E-136  4.704E-032  1.013E-117  8.976E-052
     3.981E-009  6.261E-027  4.765E-007  3.584E-026  5.094E-127  1.867E-048  9.864E-117  2.938E-135  9.384E-032  1.101E-116  2.835E-051
     5.012E-009  9.923E-027  4.765E-007  5.680E-026  8.012E-126  5.905E-048  1.291E-115  5.569E-134  1.872E-031  1.213E-115  8.948E-051
     6.310E-009  1.573E-026  4.765E-007  9.002E-026  1.617E-124  1.872E-047  2.056E-114  1.385E-132  3.736E-031  1.587E-114  2.828E-050
     7.943E-009  2.493E-026  4.765E-007  1.427E-025  3.896E-123  5.952E-047  3.681E-113  4.513E-131  7.453E-031  2.340E-113  8.949E-050
     1.000E-008  3.950E-026  4.765E-007  2.261E-025  7.293E-122  1.896E-046  5.610E-112  1.009E-129  1.487E-030  3.158E-112  2.833E-049
     1.259E-008  6.261E-026  4.765E-007  3.584E-025  1.099E-120  6.027E-046  7.067E-111  1.870E-128  2.966E-030  3.665E-111  8.942E-049
     1.585E-008  9.923E-026  4.765E-007  5.680E-025  2.451E-119  1.920E-045  1.204E-109  5.336E-127  5.918E-030  5.556E-110  2.822E-048
     1.995E-008  1.573E-025  4.765E-007  9.002E-025  5.745E-118  6.134E-045  2.142E-108  1.675E-125  1.181E-029  9.016E-109  8.915E-048
     2.512E-008  2.493E-025  4.765E-007  1.427E-024  9.297E-117  1.967E-044  2.943E-107  3.188E-124  2.355E-029  1.188E-107  2.818E-047
     3.162E-008  3.951E-025  4.765E-007  2.261E-024  1.954E-115  6.331E-044  4.781E-106  8.589E-123  4.697E-029  1.842E-106  8.909E-047
     3.981E-008  6.261E-025  4.765E-007  3.584E-024  4.019E-114  2.046E-043  7.815E-105  2.230E-121  9.369E-029  2.948E-105  2.816E-046
     5.012E-008  9.923E-025  4.765E-007  5.680E-024  7.291E-113  6.643E-043  1.155E-103  4.919E-120  1.868E-028  4.324E-104  8.901E-046
     6.310E-008  1.573E-024  4.765E-007  9.002E-024  1.635E-111  2.170E-042  1.966E-102  1.471E-118  3.726E-028  7.381E-103  2.813E-045
     7.943E-008  2.493E-024  4.765E-007  1.427E-023  3.243E-110  7.138E-042  3.172E-101  3.572E-117  7.428E-028  1.227E-101  8.887E-045
     1.000E-007  3.951E-024  4.765E-007  2.261E-023  5.360E-109  2.367E-041  4.410E-100  6.927E-116  1.481E-027  1.759E-100  2.807E-044
     1.259E-007  6.262E-024  4.765E-007  3.584E-023  1.144E-107  7.918E-041  7.229E-099  1.917E-114  2.951E-027  2.972E-099  8.866E-044
     1.585E-007  9.924E-024  4.765E-007  5.680E-023  2.991E-106  2.677E-040  1.394E-097  7.074E-113  5.879E-027  6.315E-098  2.799E-043
     1.995E-007  1.573E-023  4.765E-007  9.001E-023  6.912E-105  9.163E-040  2.566E-096  2.062E-111  1.171E-026  1.295E-096  8.832E-043
     2.512E-007  2.493E-023  4.765E-007  1.427E-022  1.180E-103  3.170E-039  3.598E-095  4.420E-110  2.331E-026  1.922E-095  2.786E-042
     3.162E-007  3.951E-023  4.765E-007  2.261E-022  2.042E-102  1.109E-038  5.095E-094  9.632E-109  4.636E-026  2.819E-094  8.780E-042
     3.981E-007  6.263E-023  4.765E-007  3.583E-022  3.923E-101  3.932E-038  7.993E-093  2.356E-107  9.216E-026  4.693E-093  2.765E-041
     5.012E-007  9.927E-023  4.765E-007  5.679E-022  7.820E-100  1.412E-037  1.308E-091  6.121E-106  1.830E-025  8.328E-092  8.698E-041
     6.310E-007  1.573E-022  4.765E-007  9.000E-022  1.557E-098  5.132E-037  2.182E-090  1.607E-104  3.630E-025  1.514E-090  2.732E-040
     7.943E-007  2.494E-022  4.765E-007  1.426E-021  3.088E-097  1.886E-036  3.722E-089  4.299E-103  7.190E-025  2.766E-089  8.569E-040
     1.000E-006  3.954E-022  4.765E-007  2.260E-021  6.196E-096  6.994E-036  6.631E-088  1.214E-101  1.421E-024  5.169E-088  2.682E-039
     1.259E-006  6.267E-022  4.765E-007  3.582E-021  1.234E-094  2.616E-035  1.227E-086  3.514E-100  2.803E-024  9.725E-087  8.372E-039
     1.585E-006  9.935E-022  4.765E-007  5.677E-021  2.448E-093  9.847E-035  2.375E-085  1.057E-098  5.512E-024  1.836E-085  2.605E-038
     1.995E-006  1.575E-021  4.765E-007  8.996E-021  4.884E-092  3.725E-034  4.870E-084  3.391E-097  1.080E-023  3.512E-084  8.074E-038
     2.512E-006  2.497E-021  4.765E-007  1.425E-020  9.698E-091  1.413E-033  1.043E-082  1.131E-095  2.107E-023  6.725E-083  2.490E-037
     3.162E-006  3.960E-021  4.765E-007  2.259E-020  1.931E-089  5.368E-033  2.334E-081  3.976E-094  4.089E-023  1.296E-081  7.634E-037
     3.981E-006  6.280E-021  4.765E-007  3.579E-020  3.836E-088  2.037E-032  5.379E-080  1.437E-092  7.884E-023  2.503E-080  2.324E-036
     5.012E-006  9.960E-021  4.765E-007  5.670E-020  7.618E-087  7.707E-032  1.268E-078  5.339E-091  1.508E-022  4.839E-079  7.012E-036
     6.310E-006  1.580E-020  4.765E-007  8.982E-020  1.513E-085  2.901E-031  3.039E-077  2.022E-089  2.859E-022  9.374E-078  2.094E-035
     7.943E-006  2.507E-020  4.765E-007  1.423E-019  3.000E-084  1.083E-030  7.332E-076  7.708E-088  5.360E-022  1.813E-076  6.180E-035
     1.000E-005  3.979E-020  4.765E-007  2.253E-019  5.944E-083  4.005E-030  1.777E-074  2.960E-086  9.926E-022  3.506E-075  1.799E-034
     1.259E-005  6.317E-020  4.765E-007  3.568E-019  1.175E-081  1.461E-029  4.299E-073  1.135E-084  1.813E-021  6.761E-074  5.159E-034
     1.585E-005  1.003E-019  4.765E-007  5.648E-019  2.324E-080  5.244E-029  1.038E-071  4.356E-083  3.262E-021  1.303E-072  1.455E-033
     1.995E-005  1.594E-019  4.765E-007  8.939E-019  4.579E-079  1.846E-028  2.484E-070  1.653E-081  5.778E-021  2.505E-071  4.036E-033
     2.512E-005  2.532E-019  4.765E-007  1.414E-018  9.016E-078  6.350E-028  5.894E-069  6.239E-080  1.007E-020  4.815E-070  1.101E-032
     3.162E-005  4.026E-019  4.765E-007  2.236E-018  1.772E-076  2.130E-027  1.380E-067  2.322E-078  1.730E-020  9.255E-069  2.956E-032
     3.981E-005  6.402E-019  4.765E-007  3.533E-018  3.481E-075  6.944E-027  3.180E-066  8.524E-077  2.930E-020  1.783E-067  7.827E-032
     5.012E-005  1.018E-018  4.765E-007  5.579E-018  6.832E-074  2.198E-026  7.179E-065  3.066E-075  4.901E-020  3.445E-066  2.047E-031
     6.310E-005  1.619E-018  4.765E-007  8.801E-018  1.342E-072  6.751E-026  1.582E-063  1.079E-073  8.112E-020  6.672E-065  5.300E-031
     7.943E-005  2.573E-018  4.765E-007  1.386E-017  2.641E-071  2.013E-025  3.380E-062  3.688E-072  1.331E-019  1.292E-063  1.361E-030
     1.000E-004  4.085E-018  4.765E-007  2.181E-017  5.204E-070  5.837E-025  6.969E-061  1.218E-070  2.169E-019  2.494E-062  3.468E-030
     1.259E-004  6.475E-018  4.765E-007  3.423E-017  1.026E-068  1.650E-024  1.377E-059  3.860E-069  3.513E-019  4.770E-061  8.785E-030
     1.585E-004  1.024E-017  4.765E-007  5.359E-017  2.019E-067  4.557E-024  2.593E-058  1.169E-067  5.662E-019  8.988E-060  2.212E-029
     1.995E-004  1.613E-017  4.765E-007  8.362E-017  3.952E-066  1.233E-023  4.629E-057  3.360E-066  9.092E-019  1.659E-058  5.541E-029
     2.512E-004  2.528E-017  4.765E-007  1.299E-016  7.648E-065  3.278E-023  7.795E-056  9.128E-065  1.455E-018  2.983E-057  1.380E-028
     3.162E-004  3.941E-017  4.765E-007  2.007E-016  1.454E-063  8.571E-023  1.235E-054  2.335E-063  2.323E-018  5.200E-056  3.414E-028
     3.981E-004  6.098E-017  4.765E-007  3.080E-016  2.700E-062  2.208E-022  1.837E-053  5.615E-062  3.699E-018  8.745E-055  8.389E-028
     5.012E-004  9.353E-017  4.765E-007  4.684E-016  4.867E-061  5.607E-022  2.569E-052  1.270E-060  5.878E-018  1.413E-053  2.044E-027
     6.310E-004  1.419E-016  4.765E-007  7.047E-016  8.478E-060  1.404E-021  3.383E-051  2.701E-059  9.322E-018  2.186E-052  4.931E-027
     7.943E-004  2.126E-016  4.765E-007  1.046E-015  1.421E-058  3.468E-021  4.198E-050  5.418E-058  1.476E-017  3.219E-051  1.175E-026
     1.000E-003  3.139E-016  4.765E-007  1.529E-015  2.279E-057  8.444E-021  4.910E-049  1.025E-056  2.331E-017  4.493E-050  2.763E-026
     1.259E-003  4.559E-016  4.765E-007  2.196E-015  3.478E-056  2.024E-020  5.401E-048  1.825E-055  3.676E-017  5.905E-049  6.389E-026
     1.585E-003  6.507E-016  4.765E-007  3.093E-015  5.017E-055  4.774E-020  5.564E-047  3.050E-054  5.781E-017  7.255E-048  1.451E-025
     1.995E-003  9.125E-016  4.765E-007  4.272E-015  6.783E-054  1.106E-019  5.328E-046  4.755E-053  9.069E-017  8.265E-047  3.229E-025
     2.512E-003  1.258E-015  4.765E-007  5.793E-015  8.514E-053  2.511E-019  4.698E-045  6.856E-052  1.418E-016  8.651E-046  7.044E-025
     3.162E-003  1.708E-015  4.765E-007  7.728E-015  9.823E-052  5.584E-019  3.775E-044  9.052E-051  2.209E-016  8.245E-045  1.507E-024
     3.981E-003  2.290E-015  4.765E-007  1.017E-014  1.032E-050  1.214E-018  2.735E-043  1.083E-049  3.424E-016  7.099E-044  3.164E-024
     5.012E-003  3.036E-015  4.765E-007  1.325E-014  9.793E-050  2.577E-018  1.770E-042  1.165E-048  5.280E-016  5.490E-043  6.537E-024
     6.310E-003  3.987E-015  4.765E-007  1.714E-014  8.358E-049  5.336E-018  1.019E-041  1.118E-047  8.088E-016  3.809E-042  1.331E-023
     7.943E-003  5.194E-015  4.765E-007  2.202E-014  6.414E-048  1.078E-017  5.213E-041  9.561E-047  1.229E-015  2.378E-041  2.676E-023
     1.000E-002  6.721E-015  4.765E-007  2.818E-014  4.446E-047  2.123E-017  2.386E-040  7.315E-046  1.851E-015  1.347E-040  5.317E-023
     1.259E-002  8.648E-015  4.765E-007  3.593E-014  2.809E-046  4.082E-017  9.874E-040  5.047E-045  2.758E-015  7.001E-040  1.045E-022
     1.585E-002  1.108E-014  4.765E-007  4.570E-014  1.636E-045  7.663E-017  3.742E-039  3.176E-044  4.061E-015  3.384E-039  2.034E-022
     1.995E-002  1.414E-014  4.765E-007  5.800E-014  8.890E-045  1.406E-016  1.316E-038  1.846E-043  5.900E-015  1.540E-038  3.921E-022
     2.512E-002  1.801E-014  4.765E-007  7.351E-014  4.562E-044  2.522E-016  4.349E-038  1.002E-042  8.450E-015  6.674E-038  7.488E-022
     3.162E-002  2.291E-014  4.765E-007  9.306E-014  2.236E-043  4.416E-016  1.367E-037  5.149E-042  1.192E-014  2.777E-037  1.417E-021
     3.981E-002  2.913E-014  4.765E-007  1.177E-013  1.059E-042  7.541E-016  4.136E-037  2.529E-041  1.656E-014  1.117E-036  2.656E-021
     5.012E-002  3.705E-014  4.765E-007  1.488E-013  4.914E-042  1.253E-015  1.224E-036  1.204E-040  2.266E-014  4.374E-036  4.931E-021
     6.310E-002  4.723E-014  4.765E-007  1.881E-013  2.278E-041  2.019E-015  3.634E-036  5.658E-040  3.048E-014  1.672E-035  9.054E-021
     7.943E-002  6.042E-014  4.765E-007  2.377E-013  1.088E-040  3.150E-015  1.133E-035  2.714E-039  4.028E-014  6.255E-035  1.641E-020
     1.000E-001  7.769E-014  4.765E-007  3.004E-013  5.587E-040  4.744E-015  3.977E-035  1.407E-038  5.212E-014  2.294E-034  2.931E-020
     1.259E-001  1.006E-013  4.764E-007  3.797E-013  3.233E-039  6.892E-015  1.670E-034  8.459E-038  6.580E-014  8.249E-034  5.143E-020
     1.585E-001  1.313E-013  4.764E-007  4.804E-013  2.147E-038  9.647E-015  8.327E-034  6.098E-037  8.064E-014  2.903E-033  8.851E-020
     1.995E-001  1.730E-013  4.764E-007  6.081E-013  1.593E-037  1.301E-014  4.594E-033  5.047E-036  9.549E-014  9.959E-033  1.492E-019
     2.512E-001  2.301E-013  4.764E-007  7.708E-013  1.255E-036  1.691E-014  2.604E-032  4.431E-035  1.088E-013  3.311E-032  2.465E-019
     3.162E-001  3.083E-013  4.763E-007  9.784E-013  1.002E-035  2.115E-014  1.441E-031  3.865E-034  1.192E-013  1.056E-031  3.991E-019
     3.981E-001  4.155E-013  4.763E-007  1.244E-012  7.806E-035  2.535E-014  7.528E-031  3.202E-033  1.256E-013  3.182E-031  6.339E-019
     5.012E-001  5.607E-013  4.763E-007  1.587E-012  5.764E-034  2.897E-014  3.611E-030  2.436E-032  1.280E-013  8.897E-031  9.870E-019
     6.310E-001  7.540E-013  4.762E-007  2.029E-012  3.926E-033  3.132E-014  1.558E-029  1.653E-031  1.272E-013  2.259E-030  1.505E-018
     7.943E-001  1.005E-012  4.761E-007  2.604E-012  2.404E-032  3.184E-014  5.961E-029  9.764E-031  1.246E-013  5.110E-030  2.240E-018
     1.000E+000  1.321E-012  4.760E-007  3.356E-012  1.295E-031  3.049E-014  2.025E-028  4.949E-030  1.215E-013  1.019E-029  3.251E-018
     1.259E+000  1.711E-012  4.759E-007  4.347E-012  6.037E-031  2.795E-014  6.199E-028  2.146E-029  1.187E-013  1.804E-029  4.602E-018
     1.585E+000  2.186E-012  4.757E-007  5.661E-012  2.421E-030  2.522E-014  1.754E-027  8.031E-029  1.165E-013  2.904E-029  6.383E-018
     1.995E+000  2.767E-012  4.755E-007  7.421E-012  8.369E-030  2.298E-014  4.712E-027  2.630E-028  1.148E-013  4.438E-029  8.736E-018
     2.512E+000  3.484E-012  4.753E-007  9.798E-012  2.528E-029  2.127E-014  1.229E-026  7.666E-028  1.135E-013  6.761E-029  1.188E-017
     3.162E+000  4.373E-012  4.750E-007  1.304E-011  6.841E-029  1.987E-014  3.157E-026  2.025E-027  1.124E-013  1.061E-028  1.612E-017
     3.981E+000  5.476E-012  4.746E-007  1.751E-011  1.720E-028  1.854E-014  8.071E-026  4.966E-027  1.114E-013  1.727E-028  2.189E-017
     5.012E+000  6.837E-012  4.741E-007  2.373E-011  4.172E-028  1.717E-014  2.071E-025  1.163E-026  1.103E-013  2.898E-028  2.975E-017
     6.310E+000  8.492E-012  4.735E-007  3.247E-011  1.004E-027  1.570E-014  5.384E-025  2.681E-026  1.091E-013  4.967E-028  4.046E-017
     7.943E+000  1.045E-011  4.727E-007  4.482E-011  2.427E-027  1.412E-014  1.437E-024  6.251E-026  1.078E-013  8.644E-028  5.503E-017
     1.000E+001  1.269E-011  4.718E-007  6.236E-011  5.927E-027  1.243E-014  3.997E-024  1.511E-025  1.063E-013  1.526E-027  7.487E-017
   TIME        OCS         SiS         SiO2        C5-         HOCS+       C5H         C5H-        HSiS+       C5H+        HSiO2+    



   TIME        H5C2O2+     C4N         C5H2+       C4N+        C5H2        C5H3+       HC4N+       SO2         H2C4N+      S2        
     1.259E-017  1.347E-196  4.271E-151  3.555E-235  1.449E-131  3.078E-231  6.649E-246  2.277E-184  1.860E-006  5.747E-197  1.956E-046
     1.585E-017  5.815E-188  1.843E-145  6.819E-226  4.171E-127  1.329E-223  2.870E-235  9.829E-177  1.860E-006  1.654E-188  1.223E-045
     1.995E-017  1.663E-187  5.270E-145  1.950E-225  1.192E-126  3.798E-223  8.205E-235  2.810E-176  1.860E-006  4.728E-188  2.967E-045
     2.512E-017  3.356E-187  1.064E-144  3.936E-225  2.407E-126  7.668E-223  1.656E-234  5.672E-176  1.860E-006  9.544E-188  5.591E-045
     3.162E-017  6.015E-187  1.907E-144  7.054E-225  4.314E-126  1.374E-222  2.969E-234  1.017E-175  1.860E-006  1.711E-187  9.575E-045
     3.981E-017  1.020E-186  3.233E-144  1.196E-224  7.315E-126  2.330E-222  5.034E-234  1.724E-175  1.860E-006  2.900E-187  1.567E-044
     5.012E-017  2.052E-180  2.397E-140  8.520E-219  5.347E-124  1.727E-216  1.587E-225  5.747E-170  1.860E-006  9.669E-182  2.599E-044
     6.310E-017  6.994E-180  8.169E-140  2.904E-218  1.801E-123  5.887E-216  5.409E-225  1.959E-169  1.860E-006  3.295E-181  4.278E-044
     7.943E-017  1.597E-177  2.575E-137  1.243E-213  2.238E-122  1.178E-211  8.859E-221  3.161E-167  1.860E-006  1.154E-178  7.031E-044
     1.000E-016  6.525E-177  1.053E-136  5.102E-213  8.315E-122  4.834E-211  3.637E-220  1.288E-166  1.860E-006  4.722E-178  1.153E-043
     1.259E-016  1.557E-176  2.515E-136  1.219E-212  1.943E-121  1.155E-210  8.688E-220  3.073E-166  1.860E-006  1.127E-177  1.874E-043
     1.585E-016  1.745E-174  4.030E-135  1.324E-209  1.804E-120  1.760E-209  5.969E-217  2.262E-164  1.860E-006  1.516E-175  3.042E-043
     1.995E-016  5.704E-174  1.255E-134  4.360E-209  5.383E-120  5.464E-209  1.964E-216  7.365E-164  1.860E-006  4.963E-175  4.917E-043
     2.512E-016  9.498E-173  5.434E-134  1.326E-207  1.681E-119  6.085E-208  1.151E-214  7.439E-163  1.860E-006  8.092E-174  7.914E-043
     3.162E-016  1.448E-171  5.112E-133  2.147E-206  1.090E-118  8.671E-207  1.925E-213  1.033E-161  1.860E-006  1.230E-172  1.271E-042
     3.981E-016  4.049E-171  1.385E-132  6.022E-206  2.840E-118  2.417E-206  5.410E-213  2.876E-161  1.860E-006  3.439E-172  2.037E-042
     5.012E-016  2.095E-169  1.408E-131  5.840E-204  1.629E-117  7.261E-205  9.340E-211  8.439E-160  1.860E-006  1.728E-170  3.256E-042
     6.310E-016  9.234E-169  5.590E-131  2.603E-203  5.795E-117  3.144E-204  4.187E-210  3.650E-159  1.860E-006  7.609E-170  5.198E-042
     7.943E-016  2.268E-168  1.342E-130  6.407E-203  1.354E-116  7.692E-204  1.032E-209  8.929E-159  1.860E-006  1.868E-169  8.286E-042
     1.000E-015  1.613E-166  1.850E-129  8.303E-201  1.034E-115  3.121E-202  2.333E-207  3.616E-157  1.860E-006  1.303E-167  1.319E-041
     1.259E-015  4.826E-166  5.284E-129  2.497E-200  2.811E-115  9.263E-202  7.035E-207  1.073E-156  1.860E-006  3.898E-167  2.099E-041
     1.585E-015  2.039E-164  4.783E-128  1.863E-198  1.554E-114  2.525E-200  9.051E-205  2.647E-155  1.860E-006  1.628E-165  3.337E-041
     1.995E-015  8.899E-164  1.857E-127  8.239E-198  5.440E-114  1.084E-199  4.031E-204  1.130E-154  1.860E-006  7.103E-165  5.302E-041
     2.512E-015  7.932E-163  6.494E-127  1.153E-196  1.568E-113  9.447E-199  9.103E-203  6.869E-154  1.860E-006  6.299E-164  8.419E-041
     3.162E-015  1.439E-161  5.857E-126  2.348E-195  9.772E-113  1.703E-197  1.989E-201  1.052E-152  1.860E-006  1.141E-162  1.336E-040
     3.981E-015  4.124E-161  1.605E-125  6.762E-195  2.568E-112  4.879E-197  5.742E-201  2.991E-152  1.860E-006  3.269E-162  2.121E-040
     5.012E-015  1.943E-159  1.599E-124  5.528E-193  1.577E-111  4.322E-195  8.078E-199  8.255E-151  1.860E-006  1.535E-160  3.364E-040
     6.310E-015  7.240E-159  5.447E-124  2.080E-192  4.981E-111  1.628E-194  3.056E-198  3.025E-150  1.860E-006  5.718E-160  5.337E-040
     7.943E-015  1.677E-157  3.209E-123  8.137E-191  2.044E-110  9.773E-193  2.026E-196  4.270E-149  1.860E-006  1.323E-158  8.463E-040
     1.000E-014  1.180E-156  1.733E-122  5.913E-190  9.200E-110  7.217E-192  1.501E-195  2.849E-148  1.860E-006  9.304E-158  1.342E-039
     1.259E-014  3.149E-156  4.458E-122  1.584E-189  2.289E-109  1.937E-191  4.029E-195  7.553E-148  1.860E-006  2.483E-157  2.128E-039
     1.585E-014  1.729E-154  5.040E-121  1.510E-187  1.583E-108  3.125E-189  6.594E-193  2.421E-146  1.860E-006  1.365E-155  3.374E-039
     1.995E-014  5.559E-154  1.520E-120  4.888E-187  4.523E-108  1.015E-188  2.143E-192  7.693E-146  1.860E-006  4.389E-155  5.348E-039
     2.512E-014  2.031E-152  1.231E-119  3.097E-185  2.390E-107  1.080E-186  2.303E-190  1.665E-144  1.860E-006  1.614E-153  8.478E-039
     3.162E-014  9.484E-152  4.993E-119  1.470E-184  8.718E-107  5.172E-186  1.102E-189  7.571E-144  1.860E-006  7.539E-153  1.344E-038
     3.981E-014  6.002E-151  1.528E-118  1.401E-183  2.355E-106  7.224E-185  1.587E-188  3.510E-143  1.860E-006  4.834E-152  2.130E-038
     5.012E-014  1.568E-149  1.567E-117  4.393E-182  1.641E-105  2.505E-183  5.537E-187  7.194E-142  1.860E-006  1.273E-150  3.376E-038
     6.310E-014  4.536E-149  4.327E-117  1.278E-181  4.362E-105  7.302E-183  1.614E-186  2.065E-141  1.860E-006  3.684E-150  5.352E-038
     7.943E-014  2.420E-147  4.440E-116  1.305E-179  2.937E-104  1.079E-180  2.659E-184  6.325E-140  1.860E-006  2.075E-148  8.482E-038
     1.000E-013  9.541E-147  1.593E-115  5.200E-179  9.877E-104  4.315E-180  1.064E-183  2.454E-139  1.860E-006  8.193E-148  1.344E-037
     1.259E-013  2.279E-146  3.720E-115  1.245E-178  2.267E-103  1.034E-179  2.550E-183  5.842E-139  1.860E-006  1.958E-147  2.131E-037
     1.585E-013  2.465E-144  6.195E-114  2.930E-176  2.540E-102  2.845E-177  9.255E-181  3.456E-137  1.860E-006  2.384E-145  3.377E-037
     1.995E-013  7.054E-144  1.709E-113  8.414E-176  6.854E-102  8.175E-177  2.661E-180  9.837E-137  1.860E-006  6.828E-145  5.353E-037
     2.512E-013  3.332E-142  1.151E-112  9.841E-174  3.683E-101  8.252E-175  4.804E-178  2.428E-135  1.860E-006  3.902E-143  8.484E-037
     3.162E-013  3.602E-141  9.534E-112  1.089E-172  2.785E-100  9.107E-174  5.344E-177  2.531E-134  1.860E-006  4.246E-142  1.345E-036
     3.981E-013  9.370E-141  2.430E-111  2.837E-172  7.040E-100  2.372E-173  1.393E-176  6.568E-134  1.860E-006  1.105E-141  2.131E-036
     5.012E-013  1.925E-140  4.958E-111  5.831E-172  1.432E-099  4.876E-173  2.863E-176  1.348E-133  1.860E-006  2.271E-141  3.378E-036
     6.310E-013  1.222E-137  2.061E-109  1.148E-168  5.002E-098  5.486E-170  9.212E-173  3.772E-131  1.860E-006  1.928E-138  5.353E-036
     7.943E-013  3.685E-137  6.107E-109  3.465E-168  1.477E-097  1.655E-169  2.780E-172  1.136E-130  1.860E-006  5.815E-138  8.484E-036
     1.000E-012  7.712E-137  1.272E-108  7.253E-168  3.073E-097  3.464E-169  5.820E-172  2.376E-130  1.860E-006  1.217E-137  1.345E-035
     1.259E-012  1.425E-136  2.346E-108  1.340E-167  5.665E-097  6.401E-169  1.075E-171  4.389E-130  1.860E-006  2.249E-137  2.131E-035
     1.585E-012  2.174E-134  2.736E-107  1.206E-165  1.623E-096  3.179E-166  1.226E-168  2.436E-128  1.860E-006  1.253E-135  3.378E-035
     1.995E-012  9.432E-134  1.086E-106  5.208E-165  4.445E-096  1.386E-165  5.351E-168  1.044E-127  1.860E-006  5.371E-135  5.353E-035
     2.512E-012  5.299E-132  1.736E-105  1.447E-162  1.592E-095  2.935E-161  1.348E-165  3.049E-126  1.860E-006  2.393E-133  8.484E-035
     3.162E-012  3.151E-131  9.558E-105  8.815E-162  5.700E-095  1.798E-160  8.203E-165  1.763E-125  1.860E-006  1.412E-132  1.345E-034
     3.981E-012  1.057E-130  3.007E-104  3.167E-161  1.566E-094  7.929E-160  2.806E-164  5.785E-125  1.860E-006  4.747E-132  2.131E-034
     5.012E-012  5.738E-130  1.205E-103  2.272E-160  5.370E-094  9.568E-159  1.640E-163  2.864E-124  1.860E-006  2.621E-131  3.378E-034
     6.310E-012  4.217E-129  4.912E-103  2.072E-159  1.764E-093  1.097E-157  1.811E-162  1.708E-123  1.860E-006  1.629E-130  5.353E-034
     7.943E-012  3.411E-128  2.257E-102  2.228E-158  6.099E-093  1.531E-156  2.104E-161  1.142E-122  1.860E-006  1.161E-129  8.484E-034
     1.000E-011  4.337E-127  1.241E-101  4.889E-157  2.425E-092  3.890E-155  4.443E-160  1.090E-121  1.860E-006  1.590E-128  1.345E-033
     1.259E-011  6.908E-126  7.264E-101  2.094E-155  1.022E-091  2.246E-153  2.297E-158  1.207E-120  1.860E-006  2.787E-127  2.131E-033
     1.585E-011  6.729E-125  4.300E-100  2.480E-154  4.461E-091  2.743E-152  2.781E-157  1.028E-119  1.860E-006  2.778E-126  3.378E-033
     1.995E-011  8.687E-124  2.357E-099  5.928E-153  1.879E-090  5.366E-151  6.988E-156  9.735E-119  1.860E-006  3.438E-125  5.353E-033
     2.512E-011  5.194E-123  1.017E-098  3.926E-152  6.954E-090  3.457E-150  4.654E-155  5.347E-118  1.860E-006  2.032E-124  8.484E-033
     3.162E-011  4.459E-122  4.496E-098  5.186E-151  2.523E-089  6.770E-149  5.763E-154  3.686E-117  1.860E-006  1.560E-123  1.345E-032
